track_name,album_name,album_type,duration,release_year,artists,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,producers,writers,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_genres,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,digital_song_sales_debut_date,digital_song_sales_peak_pos,digital_song_sales_peak_date,digital_song_sales_weaks_on_chart,billboard_global_200_debut_date,billboard_global_200_peak_pos,billboard_global_200_peak_date,billboard_global_200_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_streaming_songs_debut_date,rock_streaming_songs_peak_pos,rock_streaming_songs_peak_date,rock_streaming_songs_weaks_on_chart,hot_alternative_songs_debut_date,hot_alternative_songs_peak_pos,hot_alternative_songs_peak_date,hot_alternative_songs_weaks_on_chart,alternative_streaming_songs_debut_date,alternative_streaming_songs_peak_pos,alternative_streaming_songs_peak_date,alternative_streaming_songs_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,lyricfind_global_debut_date,lyricfind_global_peak_pos,lyricfind_global_peak_date,lyricfind_global_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart
Where Did You Sleep Last Night,Mtv Unplugged In New York,live album,306,1994,Nirvana,0.667,0.573,0.59,0.000397,3,0.691,-8.43,1,0.0557,108.789,3,0.364,,,Huddie Ledbetter,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Cathartic, Intense, Tense/Anxious, Angst-Ridden, Brooding, Spooky, Visceral, Reflective, Weary, Confrontational, Intimate, Somber, Urgent, Bleak, Eerie, Fiery, Gloomy, Melancholy, Nocturnal, Ominous, Plaintive, Yearning","Jealousy, Feeling Blue, Introspection, Heartache, Rainy Day, Late Night, Loss/Grief, Reflection, Breakup",53:50:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",18-Nov-93,"Sony Studios, New York, NY","Angst-Ridden, Cathartic, Tense/Anxious, Weary, Yearning, Bleak, Manic, Unsettling, Cynical/Sarcastic, Gloomy, Paranoid, Plaintive, Spooky, Wry, Brooding, Earnest, Intense, Nihilistic, Reflective, Somber, Soothing, Sophisticated, Stylish, Theatrical, Visceral, Wistful, Eerie, Intimate, Melancholy, Ominous","Late Night, Long Walk, Reminiscing, Breakup, Feeling Blue, Heartache, Introspection, Jealousy, Regret",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intro,From The Muddy Banks Of The Wishkah,live album,52,1996,Nirvana,0.429,0.391,0.48,0.0375,2,0.518,-10.866,1,0.113,124.939,4,0.734,,,Kurt Cobain,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Fun, Cheerful, Irreverent, Playful, Quirky, Raucous, Amiable/Good-Natured, Campy, Carefree, Freewheeling, Humorous, Messy",Imagination,53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,From The Muddy Banks Of The Wishkah,live album,160,1996,Nirvana,0.00553,0.137,0.98,5.39E-05,4,0.691,-5.924,0,0.0842,170.199,4,0.299,,,Kurt Cobain,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock","Angst-Ridden, Aggressive, Harsh, Visceral, Acerbic, Raucous, Brooding, Cathartic, Snide","Cool & Cocky, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drain You,From The Muddy Banks Of The Wishkah,live album,214,1996,Nirvana,0.00556,0.412,0.962,0.139,1,0.58,-5.734,1,0.139,135.575,4,0.178,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Cathartic, Fiery, Volatile, Witty, Aggressive, Confrontational, Visceral, Energetic, Enigmatic, Rambunctious, Raucous, Rousing, Cynical/Sarcastic","Cool & Cocky, Revolution, Guys Night Out, Hanging Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aneurysm,From The Muddy Banks Of The Wishkah,live album,271,1996,Nirvana,0.00147,0.212,0.972,0.0201,4,0.962,-4.68,0,0.186,137.319,4,0.0704,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal","Angst-Ridden, Brooding, Reckless, Tense/Anxious, Visceral, Volatile, Aggressive, Reflective, Acerbic, Cathartic","Feeling Blue, Introspection, Cool & Cocky, Heartache, Rainy Day, Late Night, Loss/Grief, Breakup, Hanging Out, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah,live album,287,1996,Nirvana,0.000373,0.399,0.94,0.00243,8,0.684,-6.488,1,0.138,126.261,4,0.354,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Alternative Pop/Rock, Grunge, Alternative/Indie Rock, Hard Rock","Angst-Ridden, Cathartic, Fiery, Aggressive, Raucous, Rousing, Snide, Urgent, Acerbic, Bleak, Confrontational, Rebellious, Tense/Anxious, Visceral, Volatile, Brash, Cynical/Sarcastic, Energetic, Harsh","Cool & Cocky, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Been A Son,From The Muddy Banks Of The Wishkah,live album,127,1996,Nirvana,0.000241,0.243,0.971,0.198,4,0.866,-4.199,0,0.0751,148.184,4,0.309,,,Kurt Cobain,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock","Aggressive, Raucous, Visceral, Volatile, Acerbic, Energetic, Urgent","Hanging Out, Cool & Cocky",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium,From The Muddy Banks Of The Wishkah,live album,250,1996,Nirvana,0.0374,0.39,0.899,0,9,0.665,-6.46,1,0.0949,127.456,4,0.214,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Grunge, Alternative Pop/Rock, Alternative/Indie Rock","Fiery, Volatile, Witty, Aggressive, Brooding, Yearning, Visceral, Acerbic, Brash, Energetic, Ironic, Lively, Raucous, Rousing, Cynical/Sarcastic","Cool & Cocky, Reflection, Guys Night Out, Hanging Out, TGIF",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliver,From The Muddy Banks Of The Wishkah,live album,115,1996,Nirvana,0.000969,0.343,0.97,6.13E-05,11,0.687,-5.386,1,0.0959,146.802,4,0.565,,,"Chad Channing, Kurt Cobain, Krist Novoselic",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock","Aggressive, Angst-Ridden, Raucous, Visceral, Volatile, Acerbic, Cathartic, Plaintive, Reflective, Somber, Yearning, Energetic, Intimate, Naive, Urgent, Brooding","Feeling Blue, Heartache, Introspection, Reflection, Cool & Cocky, Rainy Day, Hanging Out, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spank Thru,From The Muddy Banks Of The Wishkah,live album,190,1996,Nirvana,0.00268,0.281,0.903,0.000316,2,0.88,-6.615,1,0.0481,129.836,4,0.385,,,Kurt Cobain,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Difficult, Literate, Quirky, Self-Conscious, Reflective, Yearning, Dramatic, Somber","Imagination, In Love, Introspection, Reminiscing",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scentless Apprentice,From The Muddy Banks Of The Wishkah,live album,211,1996,Nirvana,2.96E-06,0.356,0.952,0.494,1,0.67,-6.74,1,0.0887,93.275,4,0.148,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Alternative Pop/Rock, Grunge, Alternative/Indie Rock, Hard Rock, Neo-Psychedelia, Post-Hardcore","Fierce, Angry, Angst-Ridden, Cathartic, Fiery, Nihilistic, Volatile, Witty, Aggressive, Confrontational, Visceral, Harsh, Hostile, Intense, Paranoid, Suffocating, Tense/Anxious, Cynical/Sarcastic","Cool & Cocky, Revolution, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart-Shaped Box,From The Muddy Banks Of The Wishkah,live album,281,1996,Nirvana,0.241,0.419,0.799,5.84E-06,1,0.136,-7.036,1,0.0452,105.933,4,0.262,,,Kurt Cobain,"Pop/Rock, Rap","Grunge, Alternative/Indie Rock, Alternative Pop/Rock","Acerbic, Fiery, Gloomy, Intense, Angst-Ridden, Brooding, Cathartic, Tense/Anxious, Visceral, Reflective, Intimate, Plaintive, Weary, Cynical/Sarcastic, Yearning, Carefree, Fun, Positive","Feeling Blue, Introspection, Heartache, Rainy Day, Late Night, Loss/Grief, Breakup, Comfort, Happiness",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milk It,From The Muddy Banks Of The Wishkah,live album,225,1996,Nirvana,0.00255,0.412,0.856,0.00202,1,0.692,-7.132,1,0.147,144.497,4,0.192,,,Kurt Cobain,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Cathartic, Fiery, Volatile, Witty, Aggressive, Angry, Confrontational, Visceral, Bitter, Harsh, Hostile, Raucous, Suffocating, Cynical/Sarcastic","Cool & Cocky, Revolution, Drinking, In Love",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative Creep,From The Muddy Banks Of The Wishkah,live album,163,1996,Nirvana,0.00054,0.185,0.988,7.47E-06,2,0.981,-6.426,1,0.201,168.816,4,0.0955,,,Kurt Cobain,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Sludge Metal, Speed/Thrash Metal, Stoner Metal","Angst-Ridden, Aggressive, Harsh, Visceral, Raucous, Brooding, Cathartic, Snide","Cool & Cocky, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polly,From The Muddy Banks Of The Wishkah,live album,150,1996,Nirvana,0.0027,0.455,0.981,0.000104,0,0.126,-6.242,1,0.101,145.724,4,0.349,,,"Kurt Cobain, Dave Grohl, Nirvana, Krist Novoselic",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Bleak, Angst-Ridden, Eerie, Fiery, Somber, Aggressive, Austere, Brooding, Gloomy, Intense, Melancholy, Nihilistic, Restrained, Ominous, Paranoid","Heartache, Solitude, Introspection, Jealousy, Rainy Day",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breed,From The Muddy Banks Of The Wishkah,live album,208,1996,Nirvana,0.000453,0.206,0.946,0.0105,2,0.265,-6.647,1,0.291,154.05,4,0.107,,,"Kurt Cobain, Dave Grohl, Krist Novoselic",Pop/Rock,"Grunge, Alternative Pop/Rock, Alternative/Indie Rock, Hardcore Punk, Punk Revival","Angst-Ridden, Volatile, Aggressive, Brash, Cathartic, Energetic, Harsh, Reckless, Visceral, Angry, Confrontational, Fiery, Hostile, Intense, Nihilistic, Ominous, Rousing, Urgent","Guys Night Out, Hanging Out, Cool & Cocky",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourette'S,From The Muddy Banks Of The Wishkah,live album,115,1996,Nirvana,0.000971,0.267,0.966,0.943,1,0.905,-6.005,1,0.129,169.56,4,0.249,,,Kurt Cobain,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Post-Hardcore","Angry, Angst-Ridden, Cathartic, Fiery, Volatile, Witty, Aggressive, Confrontational, Visceral, Energetic, Freewheeling, Harsh, Intense, Raucous, Reckless, Cynical/Sarcastic, Suffocating","Cool & Cocky, Revolution, Hanging Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blew,From The Muddy Banks Of The Wishkah,live album,216,1996,Nirvana,0.000368,0.222,0.949,0.00013,7,0.708,-6.75,1,0.168,132.535,4,0.227,,,Kurt Cobain,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock","Angst-Ridden, Aggressive, Harsh, Snide, Visceral, Raucous, Brooding, Cathartic","Cool & Cocky, Guys Night Out",53:55:00,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge","December 5, 1989 - January 5, 1994",,"Acerbic, Aggressive, Angst-Ridden, Cathartic, Fiery, Intense, Reckless, Tense/Anxious, Visceral, Bleak, Crunchy, Fierce, Spooky, Unsettling, Volatile, Cynical/Sarcastic, Gloomy, Manic, Paranoid, Plaintive, Rebellious, Urgent, Yearning, Angry, Brooding, Energetic, Harsh, Raucous, Snide, Suffocating, Witty, Anguished/Distraught, Confrontational, Eerie, Melancholy, Menacing, Messy, Nihilistic, Ominous, Uncompromising, Weary, Wry, Brash","Cool & Cocky, Empowerment, Freedom, Late Night, Revolution, Introspection, Maverick, Regret, Politics/Society, Reflection, Breakup, Feeling Blue, Heartache, Imagination",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
