track,artists,album,album_type,duration,release_year,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Fear The Voices,Alice In Chains,Music Bank,compilation album,297,1999,0.04,0.281,0.953,0.000298,4,0.148,-5.376,1,0.0848,101.15,4,0.345
Them Bones,Alice In Chains,Music Bank,compilation album,149,1999,0.0255,0.156,0.956,9.64e-05,9,0.313,-4.578,1,0.0623,165.217,1,0.345
Dam That River,Alice In Chains,Music Bank,compilation album,189,1999,0.00957,0.424,0.934,0.0,6,0.44,-4.19,0,0.0722,124.317,4,0.488
Sickman,Alice In Chains,Music Bank,compilation album,329,1999,0.018,0.279,0.948,0.00495,1,0.0971,-4.416,1,0.119,140.916,3,0.235
Junkhead,Alice In Chains,Music Bank,compilation album,310,1999,0.000132,0.278,0.762,0.000141,4,0.137,-5.437,1,0.0379,138.74,4,0.299
Dirt,Alice In Chains,Music Bank,compilation album,316,1999,0.0232,0.24,0.963,4.38e-06,1,0.154,-3.484,1,0.0867,113.578,4,0.174
God Smack,Alice In Chains,Music Bank,compilation album,230,1999,0.063,0.496,0.969,1.26e-05,10,0.158,-3.881,0,0.111,124.055,4,0.178
Iron Gland,Alice In Chains,Music Bank,compilation album,43,1999,0.354,0.0755,0.44,0.105,3,0.603,-5.641,1,0.0442,81.158,1,0.524
Angry Chair,Alice In Chains,Music Bank,compilation album,287,1999,0.0731,0.315,0.972,1.2e-06,8,0.0594,-3.845,1,0.111,107.388,4,0.123
Lying Season,Alice In Chains,Music Bank,compilation album,199,1999,0.000169,0.204,0.913,0.00857,1,0.041,-5.226,1,0.054,101.886,4,0.332
Would?,Alice In Chains,Music Bank,compilation album,207,1999,0.00621,0.295,0.926,0.00051,6,0.0694,-5.438,1,0.0648,100.231,4,0.442
Brother,Alice In Chains,Music Bank,compilation album,267,1999,0.384,0.45,0.541,4.95e-05,1,0.105,-6.823,1,0.0269,91.556,4,0.276
Am I Inside,Alice In Chains,Music Bank,compilation album,308,1999,0.872,0.413,0.32,0.0019,1,0.11,-8.987,1,0.0271,95.816,4,0.0477
I Stay Away,Alice In Chains,Music Bank,compilation album,254,1999,0.0815,0.201,0.85,0.00106,6,0.091,-5.329,1,0.0427,83.014,4,0.344
No Excuses,Alice In Chains,Music Bank,compilation album,257,1999,0.0204,0.527,0.849,0.000126,3,0.0744,-4.91,1,0.0312,117.436,4,0.708
Down in a Hole,Alice In Chains,Music Bank,compilation album,337,1999,0.0527,0.354,0.826,0.000294,6,0.122,-5.552,1,0.0364,97.248,4,0.409
Hate To Feel,Alice In Chains,Music Bank,compilation album,316,1999,0.25,0.285,0.94,0.0,8,0.236,-4.257,1,0.0982,138.722,4,0.0723
What the Hell Have I - Remix,Alice In Chains,Music Bank,compilation album,234,1999,0.00691,0.204,0.815,9.18e-05,8,0.191,-5.157,1,0.037,200.486,4,0.676
A Little Bitter - Remix,Alice In Chains,Music Bank,compilation album,228,1999,0.0202,0.427,0.943,4.71e-05,8,0.0841,-6.149,1,0.263,122.925,4,0.309
Grind,Alice In Chains,Music Bank,compilation album,284,1999,0.000216,0.242,0.92,0.000374,11,0.426,-4.632,1,0.0522,176.24,4,0.305
Again - Tattoo of Pain Mix,Alice In Chains,Music Bank,compilation album,241,1999,1.39e-05,0.499,0.932,0.143,7,0.395,-4.703,1,0.0596,123.043,4,0.325
Head Creeps,Alice In Chains,Music Bank,compilation album,388,1999,0.00191,0.276,0.989,0.249,8,0.252,-4.445,1,0.0739,101.064,4,0.19
God Am,Alice In Chains,Music Bank,compilation album,251,1999,0.0129,0.439,0.96,0.011,11,0.0961,-4.365,1,0.263,157.644,4,0.384
Frogs,Alice In Chains,Music Bank,compilation album,497,1999,0.0206,0.383,0.538,0.415,11,0.116,-7.691,1,0.0291,93.268,4,0.0667
Heaven Beside You,Alice In Chains,Music Bank,compilation album,330,1999,0.00273,0.529,0.784,0.000797,10,0.11,-4.559,0,0.0355,111.244,4,0.521
Nutshell,Alice In Chains,Music Bank,compilation album,268,1999,0.259,0.376,0.522,0.149,3,0.98,-10.942,0,0.0352,123.247,3,0.232
The Killer Is Me,Alice In Chains,Music Bank,compilation album,316,1999,0.236,0.456,0.726,0.171,10,0.716,-8.957,0,0.04,121.786,4,0.316
Over Now,Alice In Chains,Music Bank,compilation album,355,1999,0.12,0.478,0.56,0.0585,5,0.692,-7.653,0,0.0286,111.118,4,0.285
Died,Alice In Chains,Music Bank,compilation album,357,1999,0.0413,0.448,0.812,0.00244,6,0.0928,-6.495,1,0.0327,104.588,4,0.497
Bleed the Freak,Alice In Chains,Live,live album,273,2000,0.000539,0.202,0.843,0.103,8,0.992,-6.009,1,0.0622,116.619,4,0.31
Queen of the Rodeo,Alice In Chains,Live,live album,280,2000,0.00644,0.207,0.75,0.0903,10,0.973,-8.158,0,0.0474,145.634,4,0.402
Angry Chair,Alice In Chains,Live,live album,262,2000,1.69e-05,0.265,0.946,0.0164,8,0.442,-5.617,1,0.0903,110.677,4,0.192
Man in the Box,Alice In Chains,Live,live album,288,2000,2.46e-05,0.387,0.964,0.0372,1,0.697,-5.626,1,0.12,115.141,4,0.215
"Love, Hate, Love",Alice In Chains,Live,live album,467,2000,0.00137,0.19,0.77,0.0744,8,0.965,-7.375,1,0.0731,89.676,4,0.13
Rooster,Alice In Chains,Live,live album,408,2000,0.00783,0.269,0.659,0.00508,8,0.686,-7.123,1,0.0397,133.087,3,0.177
Would?,Alice In Chains,Live,live album,228,2000,1.79e-05,0.203,0.922,0.535,1,0.789,-6.358,1,0.0682,92.48,4,0.27
Junkhead,Alice In Chains,Live,live album,320,2000,4.03e-05,0.326,0.902,0.00726,4,0.968,-6.156,1,0.0749,135.282,4,0.267
Dirt,Alice In Chains,Live,live album,323,2000,0.00229,0.254,0.956,0.328,6,0.976,-4.454,0,0.0686,122.484,4,0.259
Them Bones,Alice In Chains,Live,live album,159,2000,0.0388,0.0839,0.96,4.84e-05,9,0.965,-4.276,1,0.0787,169.416,1,0.212
God Am,Alice In Chains,Live,live album,238,2000,0.076,0.214,0.97,0.00857,8,0.961,-4.539,0,0.112,163.128,4,0.305
Again,Alice In Chains,Live,live album,263,2000,0.0568,0.424,0.986,0.00899,10,0.871,-5.02,0,0.102,125.909,4,0.071
A Little Bitter,Alice In Chains,Live,live album,231,2000,0.00479,0.252,0.986,3.73e-05,8,0.904,-3.948,0,0.226,120.782,4,0.119
Dam That River,Alice In Chains,Live,live album,212,2000,0.00194,0.299,0.976,1.97e-05,6,0.985,-3.585,0,0.126,127.82,4,0.133
We Die Young,Alice In Chains,The Essential Alice In Chains,compilation album,152,2006,4.66e-05,0.462,0.97,0.000267,1,0.331,-3.651,1,0.0708,125.802,4,0.389
Man in the Box,Alice In Chains,The Essential Alice In Chains,compilation album,286,2006,0.00136,0.337,0.849,0.0,8,0.0904,-4.604,1,0.0456,106.395,4,0.685
Sea Of Sorrow,Alice In Chains,The Essential Alice In Chains,compilation album,350,2006,0.0534,0.262,0.912,0.0,11,0.0509,-4.166,1,0.095,122.577,4,0.204
"Love, Hate, Love",Alice In Chains,The Essential Alice In Chains,compilation album,388,2006,0.0291,0.306,0.724,0.000328,8,0.0421,-5.584,1,0.0455,103.607,4,0.179
Am I Inside,Alice In Chains,The Essential Alice In Chains,compilation album,308,2006,0.873,0.415,0.319,0.00154,1,0.11,-9.092,1,0.0274,97.497,4,0.0462
Brother,Alice In Chains,The Essential Alice In Chains,compilation album,268,2006,0.375,0.451,0.542,6.76e-05,1,0.0945,-6.832,1,0.0267,91.636,4,0.275
Got Me Wrong,Alice In Chains,The Essential Alice In Chains,compilation album,250,2006,0.14,0.489,0.915,0.000969,8,0.197,-4.925,1,0.0568,83.352,4,0.231
Right Turn,Alice In Chains,The Essential Alice In Chains,compilation album,194,2006,0.199,0.498,0.397,0.0,8,0.178,-7.441,1,0.024,96.435,4,0.238
Rain When I Die,Alice In Chains,The Essential Alice In Chains,compilation album,362,2006,0.0397,0.408,0.92,0.000799,9,0.133,-5.169,1,0.0988,120.053,3,0.136
Them Bones,Alice In Chains,The Essential Alice In Chains,compilation album,150,2006,0.0209,0.154,0.951,4.18e-05,9,0.238,-4.557,1,0.0658,165.249,1,0.328
Angry Chair,Alice In Chains,The Essential Alice In Chains,compilation album,288,2006,0.0642,0.313,0.973,1.22e-06,8,0.0581,-3.855,1,0.109,107.3,4,0.118
Dam That River,Alice In Chains,The Essential Alice In Chains,compilation album,189,2006,0.00671,0.426,0.939,0.0,6,0.412,-4.174,0,0.0732,124.317,4,0.457
Dirt,Alice In Chains,The Essential Alice In Chains,compilation album,316,2006,0.0207,0.241,0.965,4.79e-06,1,0.177,-3.49,1,0.0925,112.616,4,0.168
God Smack,Alice In Chains,The Essential Alice In Chains,compilation album,230,2006,0.0637,0.496,0.969,7.73e-06,10,0.102,-3.785,0,0.117,124.046,4,0.198
Hate To Feel,Alice In Chains,The Essential Alice In Chains,compilation album,316,2006,0.231,0.28,0.942,0.0,8,0.0693,-4.238,1,0.0989,138.719,4,0.0773
Rooster,Alice In Chains,The Essential Alice In Chains,compilation album,376,2006,0.153,0.254,0.628,0.00202,3,0.123,-5.721,1,0.0274,146.004,4,0.148
No Excuses,Alice In Chains,The Essential Alice In Chains,compilation album,256,2006,0.0278,0.528,0.852,0.000211,3,0.0785,-4.923,1,0.0311,117.428,4,0.727
I Stay Away,Alice In Chains,The Essential Alice In Chains,compilation album,254,2006,0.104,0.177,0.84,0.000375,6,0.0883,-5.295,1,0.043,80.428,4,0.321
What the Hell Have I - Remix,Alice In Chains,The Essential Alice In Chains,compilation album,234,2006,0.00607,0.203,0.818,0.000207,8,0.17,-5.223,1,0.0376,200.54,4,0.644
A Little Bitter - Remix,Alice In Chains,The Essential Alice In Chains,compilation album,228,2006,0.0152,0.416,0.942,3.54e-05,8,0.083,-6.152,1,0.23,122.784,4,0.313
Grind,Alice In Chains,The Essential Alice In Chains,compilation album,286,2006,0.000229,0.381,0.915,0.000648,11,0.425,-4.611,1,0.0411,88.321,4,0.381
Heaven Beside You,Alice In Chains,The Essential Alice In Chains,compilation album,329,2006,0.00239,0.539,0.784,0.000736,10,0.114,-4.571,0,0.0352,111.257,4,0.484
Again,Alice In Chains,The Essential Alice In Chains,compilation album,245,2006,0.000635,0.543,0.91,0.0231,7,0.158,-5.339,1,0.0537,123.158,4,0.365
Over Now,Alice In Chains,The Essential Alice In Chains,compilation album,356,2006,0.0978,0.645,0.561,0.0424,5,0.692,-7.716,0,0.0276,111.559,4,0.25
Nutshell,Alice In Chains,The Essential Alice In Chains,compilation album,272,2006,0.224,0.383,0.503,0.113,3,0.976,-11.069,0,0.0311,122.417,3,0.237
Get Born Again,Alice In Chains,The Essential Alice In Chains,compilation album,324,2006,0.00134,0.337,0.866,0.0334,8,0.123,-6.481,1,0.0543,102.672,4,0.285
Died,Alice In Chains,The Essential Alice In Chains,compilation album,357,2006,0.0401,0.451,0.805,0.00273,8,0.0789,-6.525,1,0.0336,104.562,4,0.488
Would?,Alice In Chains,The Essential Alice In Chains,compilation album,208,2006,0.00699,0.293,0.924,0.000614,6,0.0566,-5.437,1,0.0637,100.309,4,0.478
Get Born Again,Alice In Chains,Nothing Safe,box set,327,1999,0.00163,0.342,0.861,0.0497,8,0.159,-6.657,1,0.0533,102.917,4,0.298
We Die Young,Alice In Chains,Nothing Safe,box set,146,1999,0.000464,0.333,0.948,1.12e-06,1,0.0364,-6.278,0,0.0673,132.647,4,0.342
Man in the Box,Alice In Chains,Nothing Safe,box set,286,1999,0.00233,0.349,0.833,4.76e-06,8,0.0579,-6.441,1,0.0467,106.428,4,0.7
Them Bones,Alice In Chains,Nothing Safe,box set,149,1999,0.0224,0.162,0.949,7.18e-06,9,0.386,-5.227,1,0.0611,164.622,1,0.301
Iron Gland,Alice In Chains,Nothing Safe,box set,44,1999,0.31,0.172,0.541,0.616,3,0.799,-6.441,1,0.0481,97.804,3,0.455
Angry Chair,Alice In Chains,Nothing Safe,box set,286,1999,0.0437,0.325,0.948,0.0,8,0.0392,-5.081,1,0.0955,107.264,4,0.157
Down in a Hole,Alice In Chains,Nothing Safe,box set,337,1999,0.014,0.358,0.819,0.000141,6,0.124,-5.495,1,0.0328,97.197,4,0.434
Rooster,Alice In Chains,Nothing Safe,box set,413,1999,0.00545,0.26,0.619,0.00832,8,0.723,-8.4,1,0.0382,137.304,3,0.181
Got Me Wrong,Alice In Chains,Nothing Safe,box set,263,1999,0.0761,0.579,0.683,4.96e-05,8,0.936,-7.535,1,0.0281,81.764,4,0.328
No Excuses,Alice In Chains,Nothing Safe,box set,255,1999,0.0185,0.524,0.837,0.000648,3,0.0877,-5.342,1,0.0322,117.432,4,0.715
I Stay Away,Alice In Chains,Nothing Safe,box set,254,1999,0.0436,0.197,0.784,0.00359,6,0.0839,-6.229,1,0.0418,81.778,4,0.285
What the Hell Have I,Alice In Chains,Nothing Safe,box set,237,1999,0.00127,0.445,0.917,0.0028,8,0.356,-4.683,1,0.0407,100.254,4,0.564
Grind,Alice In Chains,Nothing Safe,box set,284,1999,0.000163,0.239,0.906,0.000418,11,0.457,-4.662,1,0.0488,176.333,4,0.385
Again,Alice In Chains,Nothing Safe,box set,246,1999,0.000808,0.547,0.906,0.0119,7,0.115,-5.24,1,0.0534,123.185,4,0.381
Would?,Alice In Chains,Nothing Safe,box set,208,1999,0.000369,0.305,0.853,7.54e-06,6,0.0548,-7.156,1,0.0499,101.062,4,0.637
Who Ever Said,Pearl Jam,Gigaton,studio album,311,2020,0.0013,0.476,0.907,6.84e-06,9,0.167,-5.661,1,0.0516,149.16,4,0.527
Superblood Wolfmoon,Pearl Jam,Gigaton,studio album,229,2020,0.00556,0.511,0.93,0.0,9,0.395,-5.174,1,0.0521,153.389,4,0.884
Dance Of The Clairvoyants,Pearl Jam,Gigaton,studio album,265,2020,0.0106,0.734,0.717,0.000854,11,0.0796,-7.772,0,0.0413,113.975,4,0.637
Quick Escape,Pearl Jam,Gigaton,studio album,286,2020,0.000172,0.417,0.938,0.00268,9,0.46,-5.277,1,0.0699,163.55,4,0.415
Alright,Pearl Jam,Gigaton,studio album,223,2020,0.425,0.58,0.389,0.0848,4,0.0917,-10.609,1,0.0252,99.998,4,0.326
Seven O'Clock,Pearl Jam,Gigaton,studio album,374,2020,0.153,0.352,0.645,2.13e-06,9,0.109,-6.624,0,0.0388,199.929,4,0.449
Never Destination,Pearl Jam,Gigaton,studio album,257,2020,0.00332,0.418,0.98,1.3e-05,2,0.257,-5.318,1,0.0554,163.381,4,0.571
Take The Long Way,Pearl Jam,Gigaton,studio album,221,2020,0.0177,0.379,0.94,3.11e-05,2,0.373,-5.646,1,0.0619,175.991,1,0.765
Buckle Up,Pearl Jam,Gigaton,studio album,216,2020,0.344,0.643,0.471,0.00171,0,0.12,-9.87,1,0.0257,102.549,4,0.478
Comes Then Goes,Pearl Jam,Gigaton,studio album,362,2020,0.752,0.424,0.291,4.81e-06,9,0.193,-11.362,1,0.0306,121.474,4,0.261
Retrograde,Pearl Jam,Gigaton,studio album,322,2020,0.172,0.463,0.62,2.77e-05,8,0.111,-8.141,1,0.0301,107.076,4,0.259
River Cross,Pearl Jam,Gigaton,studio album,354,2020,0.544,0.498,0.51,0.000119,0,0.0839,-10.319,1,0.0358,119.937,4,0.225
Getaway,Pearl Jam,Lightning Bolt,studio album,206,2013,0.000378,0.562,0.931,0.0,0,0.273,-5.097,1,0.0515,131.151,4,0.79
Mind Your Manners,Pearl Jam,Lightning Bolt,studio album,158,2013,0.000117,0.569,0.905,0.000582,7,0.182,-5.424,1,0.0563,128.034,4,0.848
My Father's Son,Pearl Jam,Lightning Bolt,studio album,185,2013,0.00495,0.431,0.894,0.0,7,0.274,-5.645,1,0.0533,180.993,4,0.655
Sirens,Pearl Jam,Lightning Bolt,studio album,340,2013,0.00309,0.523,0.847,1.21e-05,3,0.146,-5.888,1,0.028,155.032,4,0.475
Lightning Bolt,Pearl Jam,Lightning Bolt,studio album,253,2013,0.00184,0.482,0.887,6.51e-05,9,0.149,-6.179,1,0.0307,151.013,4,0.814
Infallible,Pearl Jam,Lightning Bolt,studio album,320,2013,0.00849,0.519,0.787,3.09e-06,1,0.107,-6.285,1,0.0273,152.013,4,0.616
Pendulum,Pearl Jam,Lightning Bolt,studio album,221,2013,0.599,0.655,0.589,0.362,9,0.0846,-11.004,0,0.0295,107.049,4,0.32
Swallowed Whole,Pearl Jam,Lightning Bolt,studio album,231,2013,0.0055,0.463,0.872,0.0,7,0.445,-5.82,1,0.0302,139.509,4,0.683
Let The Records Play,Pearl Jam,Lightning Bolt,studio album,225,2013,0.016,0.493,0.885,1.61e-06,10,0.373,-5.665,1,0.054,140.019,4,0.662
Sleeping By Myself,Pearl Jam,Lightning Bolt,studio album,181,2013,0.0252,0.589,0.675,0.0,7,0.216,-7.603,1,0.0286,101.963,4,0.588
Yellow Moon,Pearl Jam,Lightning Bolt,studio album,230,2013,0.0192,0.43,0.636,0.000597,3,0.117,-7.943,1,0.0298,152.003,3,0.297
Future Days,Pearl Jam,Lightning Bolt,studio album,262,2013,0.41,0.538,0.266,0.0,1,0.0639,-12.464,1,0.0277,106.952,4,0.174
Gonna See My Friend,Pearl Jam,Backspacer,studio album,168,2009,1.69e-05,0.464,0.967,0.000677,9,0.0749,-4.233,1,0.0507,150.038,4,0.855
Got Some,Pearl Jam,Backspacer,studio album,182,2009,0.000179,0.464,0.905,3.2e-06,0,0.212,-5.38,1,0.0694,164.252,4,0.565
The Fixer,Pearl Jam,Backspacer,studio album,177,2009,7.94e-05,0.515,0.934,0.0047,11,0.327,-5.079,0,0.0371,152.24,3,0.894
Johnny Guitar,Pearl Jam,Backspacer,studio album,170,2009,0.000113,0.549,0.921,1.15e-05,2,0.0511,-5.637,1,0.041,144.019,4,0.825
Just Breathe,Pearl Jam,Backspacer,studio album,215,2009,0.721,0.473,0.348,7.42e-05,0,0.0823,-11.1,1,0.0288,107.819,4,0.283
Amongst The Waves,Pearl Jam,Backspacer,studio album,238,2009,0.00371,0.558,0.747,0.0,9,0.142,-6.07,1,0.0319,127.102,4,0.558
Unthought Known,Pearl Jam,Backspacer,studio album,248,2009,0.00255,0.611,0.567,7.1e-06,0,0.0996,-6.665,1,0.0311,118.777,4,0.689
Supersonic,Pearl Jam,Backspacer,studio album,160,2009,3.06e-05,0.386,0.96,0.00145,11,0.243,-4.746,1,0.0496,169.0,4,0.809
Speed Of Sound,Pearl Jam,Backspacer,studio album,214,2009,0.0528,0.464,0.723,3.1e-06,0,0.0848,-5.479,1,0.0314,136.645,3,0.363
Force Of Nature,Pearl Jam,Backspacer,studio album,244,2009,0.000144,0.616,0.8,1.1e-06,11,0.0812,-4.511,0,0.031,125.111,4,0.782
The End,Pearl Jam,Backspacer,studio album,177,2009,0.842,0.587,0.252,0.0,6,0.0946,-10.071,1,0.0358,117.296,4,0.332
Better Man,Pearl Jam,Backspacer,studio album,296,2009,0.00444,0.249,0.877,2.04e-06,2,0.966,-6.872,1,0.0946,140.688,4,0.298
Life Wasted,Pearl Jam,Pearl Jam,studio album,232,2006,0.00134,0.386,0.958,1.18e-06,4,0.321,-4.297,1,0.0645,141.965,4,0.497
World Wide Suicide,Pearl Jam,Pearl Jam,studio album,207,2006,0.000272,0.474,0.959,0.0,7,0.282,-3.865,1,0.0748,147.007,4,0.721
Comatose,Pearl Jam,Pearl Jam,studio album,139,2006,0.0067,0.226,0.966,8.58e-05,9,0.0944,-2.754,1,0.0834,197.007,4,0.221
Severed Hand,Pearl Jam,Pearl Jam,studio album,267,2006,5.64e-05,0.318,0.974,0.0144,5,0.467,-5.147,1,0.107,123.438,4,0.141
Marker In The Sand,Pearl Jam,Pearl Jam,studio album,261,2006,0.0119,0.3,0.932,2.14e-06,10,0.138,-4.398,1,0.0465,173.262,4,0.786
Parachutes,Pearl Jam,Pearl Jam,studio album,215,2006,0.533,0.534,0.575,0.0,7,0.0824,-6.427,1,0.0266,156.234,4,0.531
Unemployable,Pearl Jam,Pearl Jam,studio album,183,2006,0.0111,0.509,0.86,0.0,9,0.125,-4.883,1,0.0416,124.24,4,0.641
Big Wave,Pearl Jam,Pearl Jam,studio album,176,2006,0.005,0.346,0.947,5.54e-06,10,0.346,-3.561,1,0.0744,153.358,4,0.562
Gone,Pearl Jam,Pearl Jam,studio album,247,2006,0.166,0.28,0.65,0.0,2,0.101,-5.543,1,0.0319,109.857,4,0.173
Wasted Reprise,Pearl Jam,Pearl Jam,studio album,52,2006,0.893,0.233,0.214,0.0173,10,0.0856,-12.499,1,0.0348,127.892,5,0.104
Army Reserve,Pearl Jam,Pearl Jam,studio album,222,2006,0.00503,0.297,0.966,0.000148,11,0.854,-4.565,0,0.0919,178.885,4,0.589
Come Back,Pearl Jam,Pearl Jam,studio album,326,2006,0.0936,0.296,0.563,5.93e-05,5,0.116,-5.58,1,0.029,167.412,3,0.267
Inside Job,Pearl Jam,Pearl Jam,studio album,428,2006,0.329,0.283,0.487,0.0101,4,0.205,-7.979,0,0.0397,109.685,4,0.0739
Can't Keep,Pearl Jam,Riot Act,studio album,219,2002,0.00635,0.325,0.786,0.0269,7,0.468,-8.462,1,0.0332,182.596,4,0.422
Save You,Pearl Jam,Riot Act,studio album,230,2002,0.0205,0.298,0.947,0.000408,4,0.223,-6.583,0,0.0637,161.817,4,0.558
Love Boat Captain,Pearl Jam,Riot Act,studio album,276,2002,0.148,0.414,0.728,0.00187,0,0.115,-5.954,1,0.0421,123.542,4,0.176
Cropduster,Pearl Jam,Riot Act,studio album,231,2002,0.00152,0.5,0.894,0.000166,7,0.111,-5.572,1,0.0452,124.488,4,0.539
Ghost,Pearl Jam,Riot Act,studio album,194,2002,0.00406,0.42,0.892,3.53e-05,11,0.386,-5.756,0,0.0385,143.732,4,0.397
I Am Mine,Pearl Jam,Riot Act,studio album,215,2002,0.00394,0.323,0.728,0.000447,7,0.102,-5.416,1,0.0321,161.586,3,0.489
Thumbing My Way,Pearl Jam,Riot Act,studio album,248,2002,0.53,0.61,0.456,0.00213,2,0.106,-10.68,1,0.0295,115.596,4,0.256
You Are,Pearl Jam,Riot Act,studio album,268,2002,0.067,0.609,0.6,0.288,8,0.107,-8.428,1,0.0256,94.883,4,0.399
Get Right,Pearl Jam,Riot Act,studio album,158,2002,0.00108,0.443,0.974,1.22e-06,9,0.155,-4.629,0,0.0504,148.909,4,0.778
Green Disease,Pearl Jam,Riot Act,studio album,161,2002,0.00491,0.387,0.948,0.000154,9,0.158,-4.202,1,0.0721,174.033,4,0.532
Help Help,Pearl Jam,Riot Act,studio album,214,2002,0.0114,0.201,0.657,0.397,5,0.161,-6.931,1,0.0433,179.492,4,0.363
Bu$hleaguer,Pearl Jam,Riot Act,studio album,237,2002,0.0578,0.589,0.571,0.287,1,0.158,-9.121,0,0.0239,101.424,4,0.422
1/2 Full,Pearl Jam,Riot Act,studio album,250,2002,0.000559,0.297,0.928,6.76e-05,5,0.0813,-4.905,1,0.0671,151.923,3,0.28
Arc,Pearl Jam,Riot Act,studio album,65,2002,0.319,0.126,0.258,0.496,5,0.277,-7.578,1,0.0369,77.66,1,0.209
All or None,Pearl Jam,Riot Act,studio album,277,2002,0.0768,0.455,0.42,0.402,8,0.0552,-8.853,0,0.026,97.351,3,0.426
Breakerfall,Pearl Jam,Binaural,studio album,139,2000,0.045,0.304,0.918,0.31,9,0.325,-6.965,1,0.0853,159.454,4,0.267
Gods' Dice,Pearl Jam,Binaural,studio album,146,2000,0.00383,0.249,0.887,1e-05,2,0.301,-5.264,1,0.058,159.043,4,0.581
Evacuation,Pearl Jam,Binaural,studio album,176,2000,0.0032,0.495,0.963,0.000138,6,0.44,-6.583,0,0.0444,134.292,4,0.86
Light Years,Pearl Jam,Binaural,studio album,306,2000,0.0447,0.388,0.726,0.113,7,0.213,-6.911,1,0.0341,205.07,4,0.746
Nothing As It Seems,Pearl Jam,Binaural,studio album,321,2000,0.0362,0.241,0.508,0.599,9,0.167,-9.791,1,0.0275,140.627,4,0.0445
Thin Air,Pearl Jam,Binaural,studio album,212,2000,0.3,0.643,0.64,0.0135,4,0.144,-9.151,1,0.029,102.073,4,0.476
Insignificance,Pearl Jam,Binaural,studio album,268,2000,0.0332,0.291,0.903,0.0983,4,0.142,-6.837,0,0.0418,146.464,4,0.295
Of the Girl,Pearl Jam,Binaural,studio album,307,2000,0.394,0.523,0.441,0.781,1,0.395,-14.118,1,0.0362,115.464,4,0.0492
Grievance,Pearl Jam,Binaural,studio album,194,2000,0.0661,0.338,0.892,0.00159,9,0.0959,-5.746,1,0.065,154.005,4,0.582
Rival,Pearl Jam,Binaural,studio album,218,2000,0.02,0.557,0.735,0.236,8,0.175,-8.245,1,0.0427,142.773,3,0.698
Sleight of Hand,Pearl Jam,Binaural,studio album,287,2000,0.324,0.452,0.616,0.151,2,0.137,-8.898,1,0.0497,125.793,5,0.284
Soon Forget,Pearl Jam,Binaural,studio album,106,2000,0.98,0.623,0.0975,0.00011,11,0.116,-18.705,1,0.0758,100.046,4,0.511
Parting Ways,Pearl Jam,Binaural,studio album,437,2000,0.428,0.248,0.000241,0.893,4,0.135,-10.343,1,0.116,210.676,4,0.969
Brain of J.,Pearl Jam,Yield,studio album,180,1998,0.000607,0.186,0.939,4.18e-05,11,0.481,-6.119,0,0.114,169.966,4,0.368
Faithful,Pearl Jam,Yield,studio album,258,1998,0.000546,0.448,0.817,3.22e-06,0,0.349,-6.599,1,0.0345,109.646,4,0.403
No Way,Pearl Jam,Yield,studio album,259,1998,0.119,0.577,0.859,0.0,11,0.113,-6.02,0,0.0394,146.918,4,0.639
Given to Fly,Pearl Jam,Yield,studio album,238,1998,0.000294,0.317,0.764,0.099,7,0.0996,-7.076,1,0.0282,101.173,4,0.341
Wishlist,Pearl Jam,Yield,studio album,206,1998,0.0134,0.623,0.342,0.00412,0,0.106,-8.694,1,0.038,115.032,4,0.101
Pilate,Pearl Jam,Yield,studio album,175,1998,0.0059,0.538,0.699,5.13e-05,2,0.124,-7.358,1,0.0303,102.925,4,0.228
Do the Evolution,Pearl Jam,Yield,studio album,231,1998,0.00041,0.466,0.981,0.0108,10,0.0673,-5.011,1,0.063,140.643,4,0.325
Red Bar,Pearl Jam,Yield,studio album,66,1998,0.00632,0.487,0.676,0.827,11,0.0678,-13.263,1,0.0821,94.59,4,0.699
MFC,Pearl Jam,Yield,studio album,146,1998,0.00367,0.353,0.937,0.00207,0,0.232,-5.951,1,0.0869,151.023,4,0.173
Low Light,Pearl Jam,Yield,studio album,224,1998,0.044,0.404,0.596,0.0102,7,0.108,-8.015,1,0.0252,154.524,3,0.454
In Hiding,Pearl Jam,Yield,studio album,299,1998,0.00237,0.413,0.753,3.71e-05,2,0.191,-7.089,1,0.0294,104.911,4,0.392
"Push Me, Pull Me",Pearl Jam,Yield,studio album,146,1998,0.00688,0.346,0.954,0.0319,1,0.292,-6.712,0,0.216,150.467,4,0.127
All Those Yesterdays,Pearl Jam,Yield,studio album,460,1998,0.065,0.405,0.386,0.00959,5,0.0546,-7.493,1,0.0679,79.704,4,0.0687
Sometimes,Pearl Jam,No Code,studio album,161,1996,0.75,0.633,0.197,0.00151,0,0.12,-14.45,1,0.0298,103.38,4,0.0622
"Hail, Hail",Pearl Jam,No Code,studio album,221,1996,0.00137,0.355,0.953,3.93e-05,0,0.212,-4.4,1,0.0776,141.709,4,0.235
Who You Are,Pearl Jam,No Code,studio album,230,1996,0.0301,0.427,0.884,0.211,4,0.109,-8.631,1,0.0905,176.563,3,0.623
In My Tree,Pearl Jam,No Code,studio album,238,1996,0.0154,0.474,0.828,0.547,4,0.0798,-9.361,1,0.069,106.854,4,0.415
